unique_id,order_id,purchase_date,sku,collection,category,quantity,currency,item_price,item_tax,shipping_price,shipping_tax,ship_country,sales_channel
1927,028-9233402-6549153,2023-02-23T12:21:43+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1928,303-3375762-3361938,2023-02-23T12:14:32+00:00,Obejo-White-45,Round wooden mirrors,Mirror,1,EUR,"44,9","7,2","0,0","0,0",DE,Amazon.de
1929,304-3581309-1765104,2023-02-23T13:48:49+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1930,305-2321912-2246751,2023-02-23T13:44:58+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1931,203-8580870-8192355,2023-02-23T14:49:32+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
1932,304-5733965-6467528,2023-02-23T15:11:50+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1933,171-1691721-3857934,2023-02-23T15:23:39+00:00,aqua_ayna_seffaf,Asymmetric mirrors,Mirror,1,EUR,"107,5","0,0","0,0","0,0",FR,Amazon.fr
1934,305-4543304-0516340,2023-02-23T15:40:36+00:00,Berne 120 pingu,Berne tables,Dining table,1,EUR,"366,6","73,3","89,0","17,8",SE,Amazon.de
1935,302-3431915-7681151,2023-02-23T15:50:22+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"90,7","15,1","11,2","1,9",AT,Amazon.de
1936,404-8097239-4089922,2023-02-23T15:53:17+00:00,denia_wood_120x57_walnut,Asymmetric mirrors,Mirror,1,EUR,"179,0","29,8","0,0","0,0",FR,Amazon.fr
1937,403-4177150-1095569,2023-02-23T16:14:51+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
1938,026-5114240-9591517,2023-02-23T16:24:07+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","0,0","0,0","0,0",GB,Amazon.co.uk
1939,302-9329423-0092363,2023-02-23T17:15:51+00:00,Scots Pine 120 Profil,Scots Pine tables,Dining table,1,EUR,"339,0","54,1","0,0","0,0",DE,Amazon.de
1940,171-2593056-6770737,2023-02-23T18:13:51+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
1941,028-1613921-5257122,2023-02-23T18:17:26+00:00,Berne 140 profil,Berne tables,Dining table,1,EUR,"437,7","60,4","89,0","12,3",LU,Amazon.de
1942,302-5156823-9586746,2023-02-23T18:50:34+00:00,Scots Pine 140 Profil,Scots Pine tables,Dining table,1,EUR,"399,0","63,7","0,0","0,0",DE,Amazon.de
1943,028-6072521-5993941,2023-02-23T19:29:09+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
1944,408-7447516-6440312,2023-02-23T20:29:16+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"109,0","19,7","0,0","0,0",IT,Amazon.it
1945,303-2301941-3685164,2023-02-23T20:33:20+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1946,302-4682628-9081904,2023-02-23T20:51:50+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
1947,403-6985063-0927504,2023-02-23T20:54:58+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
1948,407-8083339-4306723,2023-02-23T21:26:01+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
1949,302-8831321-5894714,2023-02-23T21:55:52+00:00,Scots Pine 120 Pingu,Scots Pine tables,Dining table,1,EUR,"319,0","50,9","0,0","0,0",DE,Amazon.de
1950,204-6504548-5986729,2023-02-23T23:00:33+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
1951,302-6735783-2549914,2023-02-24T09:23:13+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"119,9","19,1","0,0","0,0",DE,Amazon.de
1952,407-1978450-8757907,2023-02-24T09:30:19+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
1953,203-7429428-2977931,2023-02-24T10:01:31+00:00,oviedo-60sehpa-UK,Oviedo,Coffee table,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
1954,304-4128376-2337935,2023-02-24T11:32:33+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1955,303-8712519-5904335,2023-02-24T11:41:37+00:00,Scots Pine 140 Profil,Scots Pine tables,Dining table,1,EUR,"399,0","63,7","0,0","0,0",DE,Amazon.de
1956,407-0617992-1779565,2023-02-24T11:52:50+00:00,Berne 140 profil,Berne tables,Dining table,1,EUR,"499,0","83,2","0,0","0,0",FR,Amazon.fr
1957,406-1055526-7688348,2023-02-24T11:59:57+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
1958,408-3124110-5465155,2023-02-24T13:05:26+00:00,hueca-dresuar-dub,Huesca,Coffee table,1,EUR,"134,9","23,4","0,0","0,0",ES,Amazon.es
1959,405-6675372-7033158,2023-02-24T13:12:54+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
1960,305-0599919-9957142,2023-02-24T13:25:14+00:00,Berne 120 pingu,Berne tables,Dining table,1,EUR,"349,0","55,7","0,0","0,0",DE,Amazon.de
1961,408-4847861-2505928,2023-02-24T13:28:33+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,2,EUR,"298,0","49,7","0,0","0,0",FR,Amazon.fr
1962,305-5200929-0509130,2023-02-24T14:30:47+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
1963,404-0124462-2595548,2023-02-24T14:34:47+00:00,ayna_12040_siyah,Wooden mirrors 120x40,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
1964,306-8045595-5832358,2023-02-24T14:56:11+00:00,Obejo-Walnut-45,Round wooden mirrors,Mirror,1,EUR,"44,9","7,2","0,0","0,0",DE,Amazon.de
1965,402-1162416-2685112,2023-02-24T14:57:31+00:00,oviedo-drop-shape-L,Oviedo,Coffee table,1,EUR,"159,0","26,5","0,0","0,0",FR,Amazon.fr
1966,404-1154098-2365937,2023-02-24T15:05:11+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1967,302-6980206-6594715,2023-02-24T15:13:37+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"60,4","10,1","7,3","1,2",AT,Amazon.de
1968,305-4904027-4319557,2023-02-24T15:42:35+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
1969,028-3009332-2773119,2023-02-24T16:19:34+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
1970,406-0566800-5299514,2023-02-24T16:26:08+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
1971,028-3746825-4585961,2023-02-24T16:39:48+00:00,Obejo-White-45,Round wooden mirrors,Mirror,1,EUR,"44,9","7,2","0,0","0,0",DE,Amazon.de
1972,304-4093923-3217948,2023-02-24T16:41:38+00:00,luna-pouf-beige,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
1973,302-1041335-9758713,2023-02-24T16:50:21+00:00,huesca-table-115x75,Huesca,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
1974,028-8797484-0300364,2023-02-24T15:03:08+00:00,holzbeinstuhle_x4,Industrial chairs,Chair,1,EUR,"168,5","25,7","83,8","12,8",MT,Amazon.de
1975,305-3253395-5032302,2023-02-24T17:26:45+00:00,huesca-tek-kat,Huesca,Coffee table,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
1976,402-7609610-1091557,2023-02-24T17:27:21+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1977,403-6802863-8854763,2023-02-24T17:41:33+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1978,303-3701019-7351516,2023-02-24T18:08:16+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1979,205-7808287-6366714,2023-02-24T18:45:54+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
1980,171-4931542-1717142,2023-02-24T20:20:12+00:00,aqua_ayna_seffaf,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
1981,306-0431356-7370711,2023-02-24T20:32:11+00:00,salamanca-sofabed+bergere-navy,Salamanca,Sofa,1,EUR,"723,2","110,6","0,0","0,0",DE,Amazon.de
1982,302-8597451-8765130,2023-02-24T20:41:15+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1983,302-9815982-1737103,2023-02-24T21:43:19+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1984,302-3162942-8063519,2023-02-24T22:10:56+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
1985,404-6905642-1795553,2023-02-24T22:53:06+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
1986,028-8362082-7373165,2023-02-25T01:01:06+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1987,404-5106729-7803541,2023-02-25T02:47:24+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
1988,402-6726842-4670753,2023-02-25T05:41:58+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1989,306-3442481-4710752,2023-02-25T05:57:07+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
1990,405-8422615-2391531,2023-02-25T06:35:53+00:00,aqua_ayna_seffaf,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
1991,404-3006074-5760322,2023-02-24T20:06:44+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
1992,402-6043919-2001967,2023-02-25T06:46:57+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1993,303-4389100-8876317,2023-02-25T08:21:59+00:00,huesca-tek-kat,Huesca,Coffee table,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
1994,303-6275776-3038762,2023-02-25T09:36:00+00:00,Obejo-White-78,Round wooden mirrors,Mirror,1,EUR,"69,9","11,2","0,0","0,0",DE,Amazon.de
1995,028-1412888-2069129,2023-02-25T09:49:13+00:00,huesca-table-115x75,Huesca,Coffee table,1,EUR,"199,0","31,8","0,0","0,0",DE,Amazon.de
1996,302-3921550-8013157,2023-02-25T09:54:12+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
1997,302-7015615-0709965,2023-02-25T13:13:50+00:00,Obejo-Walnut-78,Round wooden mirrors,Mirror,1,EUR,"69,9","11,2","0,0","0,0",DE,Amazon.de
1998,403-9956191-1622728,2023-02-25T13:29:14+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
1999,026-3681094-9533152,2023-02-25T14:20:04+00:00,oviedo-60sehpa-UK,Oviedo,Coffee table,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
2000,407-5639234-9853151,2023-02-25T14:29:51+00:00,Scots Pine 120 Profil,Scots Pine tables,Dining table,1,EUR,"379,0","68,3","0,0","0,0",IT,Amazon.it
2001,303-7628592-0665141,2023-02-25T14:59:04+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2002,305-7284008-8803527,2023-02-25T15:33:21+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2003,028-1409247-4893967,2023-02-25T16:10:58+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2004,204-5062311-4291556,2023-02-25T16:21:46+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
2005,302-7266717-8674720,2023-02-25T16:51:05+00:00,luna-pouf-beige,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
2006,406-4226615-6770706,2023-02-25T17:04:25+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2007,303-2094126-9681128,2023-02-25T17:09:15+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2008,028-5683987-6652326,2023-02-25T17:34:28+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2009,302-9261188-6361129,2023-02-25T18:02:01+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
2010,028-1326152-7933125,2023-02-25T18:13:42+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2011,404-9934564-5476348,2023-02-25T18:32:03+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
2012,171-7485964-8841102,2023-02-25T18:57:06+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
2013,302-3774891-7317948,2023-02-25T19:03:03+00:00,terra-mirror-walnut-102x62,Terra mirrors,Mirror,1,EUR,"128,0","19,6","0,0","0,0",DE,Amazon.de
2014,028-5395403-8301123,2023-02-25T19:48:38+00:00,huesca-tek-kat,Huesca,Coffee table,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2015,203-7760415-0292320,2023-02-25T20:45:43+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
2016,304-4735089-7192364,2023-02-25T20:48:49+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2017,306-9006929-4833902,2023-02-25T20:50:58+00:00,holzbeinstuhle_x4,Industrial chairs,Chair,1,EUR,"169,9","27,1","0,0","0,0",DE,Amazon.de
2018,303-7656533-9085163,2023-02-25T21:04:24+00:00,luna-pouf-anthracite,Luna,Pouf,1,EUR,"60,4","10,1","7,3","1,2",AT,Amazon.de
2019,302-1771451-2650743,2023-02-25T21:33:36+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2020,303-5884752-8319555,2023-02-26T00:33:07+00:00,denia_wood_120x57_walnut,Asymmetric mirrors,Mirror,1,EUR,"169,0","27,0","0,0","0,0",DE,Amazon.de
2021,304-0468580-8263549,2023-02-26T02:29:21+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2022,028-9749614-9663542,2023-02-26T08:33:14+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"90,7","15,1","11,2","1,9",AT,Amazon.de
2023,205-7235613-3413128,2023-02-26T10:08:25+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
2024,406-5713815-9067555,2023-02-26T10:26:20+00:00,luna-pouf-green,Luna,Pouf,1,EUR,"69,9","12,6","0,0","0,0",IT,Amazon.it
2025,302-9177006-8445918,2023-02-26T10:34:57+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2026,407-0256851-0918766,2023-02-26T11:09:40+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2027,302-0027824-2651530,2023-02-26T11:13:41+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
2028,303-0347154-5089109,2023-02-26T11:55:07+00:00,Malaga 60*60 Oak,Malaga,Coffee table,1,EUR,"138,0","22,0","0,0","0,0",DE,Amazon.de
2029,408-2731180-0134700,2023-02-26T12:27:47+00:00,huesca-dresuar,Huesca,Coffee table,1,EUR,"129,9","23,4","0,0","0,0",IT,Amazon.it
2030,306-8152173-3773950,2023-02-26T13:15:38+00:00,luna-pouf-beige,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
2031,404-8240839-4723537,2023-02-26T13:26:03+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
2032,305-5823242-4825119,2023-02-26T14:03:40+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2033,305-2192632-8896320,2023-02-26T14:54:17+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2034,306-6540252-6821955,2023-02-26T14:56:16+00:00,Berne 160 profil,Berne tables,Dining table,1,EUR,"479,0","76,5","0,0","0,0",DE,Amazon.de
2035,304-6003266-2919548,2023-02-26T15:03:17+00:00,huesca-tek-kat,Huesca,Coffee table,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2036,303-9879882-3287525,2023-02-26T16:29:56+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2037,206-0472355-9172357,2023-02-26T16:40:32+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
2038,028-6366563-0655541,2023-02-26T17:14:02+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
2039,404-6309562-7190759,2023-02-26T17:18:43+00:00,ayna_12040_siyah,Wooden mirrors 120x40,Mirror,1,EUR,"98,2","15,7","0,0","0,0",FR,Amazon.fr
2040,402-5079278-0177154,2023-02-26T17:34:49+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
2041,303-3219284-2694752,2023-02-26T17:28:55+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"99,9","16,0","0,0","0,0",DE,Amazon.de
2042,302-3015310-3904333,2023-02-26T17:58:31+00:00,luna-pouf-green,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
2043,407-9476036-7900338,2023-02-26T18:03:11+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2044,402-0302487-9130706,2023-02-26T18:26:10+00:00,huesca-cift-kat,Huesca,Coffee table,1,EUR,"219,0","39,5","0,0","0,0",IT,Amazon.it
2045,028-7786574-6756349,2023-02-26T18:34:07+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2046,303-4132378-0405948,2023-02-26T18:34:17+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2047,028-4215967-3564356,2023-02-26T18:41:32+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2048,306-0867168-9749919,2023-02-26T18:49:47+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2049,402-1922341-7133960,2023-02-25T19:40:21+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
2050,302-9742187-2500363,2023-02-26T19:09:27+00:00,luna-pouf-green,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
2051,304-6561609-1647513,2023-02-26T19:10:07+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"59,9","9,6","0,0","0,0",DE,Amazon.de
2052,204-8321000-0404323,2023-02-26T19:27:55+00:00,ayna_aqua_UK,Asymmetric mirrors,Mirror,1,GBP,"99,9","16,7","0,0","0,0",GB,Amazon.co.uk
2053,028-7519761-1142715,2023-02-26T19:46:34+00:00,luna-pouf-cube-grey,Luna,Pouf,1,EUR,"79,9","12,8","0,0","0,0",DE,Amazon.de
2054,171-6639451-7432318,2023-02-26T20:00:01+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2055,405-4379784-6197903,2023-02-26T20:04:44+00:00,ayna_gusto_gold,Asymmetric mirrors,Mirror,1,EUR,"109,9","18,3","0,0","0,0",FR,Amazon.fr
2056,171-4450226-5660353,2023-02-26T20:23:44+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2057,304-6836646-3920342,2023-02-26T20:41:29+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2058,404-6516840-3113169,2023-02-26T20:54:33+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
2059,305-0565699-0985921,2023-02-26T22:39:07+00:00,Scots Pine 160 Profil,Scots Pine tables,Dining table,1,EUR,"449,0","71,7","0,0","0,0",DE,Amazon.de
2060,305-8345709-9650764,2023-02-26T22:45:48+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2061,302-7816960-8250721,2023-02-27T02:16:33+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2062,302-6473204-0024365,2023-02-27T04:18:12+00:00,ayna_aqua,Asymmetric mirrors,Mirror,1,EUR,"119,9","19,1","0,0","0,0",DE,Amazon.de
2063,407-9833048-5481114,2023-02-27T06:26:15+00:00,ayna_12040_siyah,Wooden mirrors 120x40,Mirror,1,EUR,"99,0","16,5","0,0","0,0",FR,Amazon.fr
2064,402-0129763-0641160,2023-02-27T07:15:41+00:00,Berne 140 pingu,Berne tables,Dining table,1,EUR,"515,8","96,5","50,0","9,4",PT,Amazon.es
2065,304-7389248-1527522,2023-02-27T08:08:11+00:00,oviedo-drop-shape-L,Oviedo,Coffee table,1,EUR,"129,0","20,6","0,0","0,0",DE,Amazon.de
2066,303-7748131-5249146,2023-02-27T08:10:46+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2067,204-4048426-8609943,2023-02-27T09:38:27+00:00,ayna_gusto_UK,Asymmetric mirrors,Mirror,1,GBP,"89,9","15,0","0,0","0,0",GB,Amazon.co.uk
2068,302-8527025-4901121,2023-02-27T10:35:24+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,2,EUR,"299,8","47,9","0,0","0,0",DE,Amazon.de
2069,306-9829487-8238748,2023-02-27T10:35:53+00:00,Obejo-Walnut-45,Round wooden mirrors,Mirror,1,EUR,"45,3","7,6","6,9","1,2",AT,Amazon.de
2070,204-5382359-3469938,2023-02-27T10:53:13+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
2071,305-7753506-1020306,2023-02-27T11:30:42+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2072,408-4614292-1292358,2023-02-27T12:30:17+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","24,8","0,0","0,0",FR,Amazon.fr
2073,405-8813171-7444345,2023-02-27T13:00:03+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"99,0","17,9","0,0","0,0",IT,Amazon.it
2074,204-3339041-9605132,2023-02-27T13:13:58+00:00,amorphous-UK,Asymmetric mirrors,Mirror,1,GBP,"139,9","23,3","0,0","0,0",GB,Amazon.co.uk
2075,302-9143356-1541955,2023-02-27T13:16:37+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2076,405-4636934-7889124,2023-02-27T13:53:37+00:00,luna-pouf-mustard,Luna,Pouf,1,EUR,"69,9","12,6","0,0","0,0",IT,Amazon.it
2077,403-9205051-9655522,2023-02-27T13:59:52+00:00,Obejo-Walnut-78,Round wooden mirrors,Mirror,1,EUR,"79,9","14,4","0,0","0,0",IT,Amazon.it
2078,302-9387879-1781160,2023-02-27T15:01:59+00:00,huesca-tek-kat,Huesca,Coffee table,1,EUR,"149,9","23,9","0,0","0,0",DE,Amazon.de
2079,028-5183968-5327529,2023-02-27T15:02:10+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2080,306-4349561-6809151,2023-02-27T15:15:37+00:00,oviedo-sehpa-40-a,Oviedo,Coffee table,1,EUR,"49,9","8,0","0,0","0,0",DE,Amazon.de
2081,305-4702971-2050746,2023-02-27T15:28:23+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"151,2","25,2","13,0","2,2",AT,Amazon.de
2082,171-2223877-3512332,2023-02-27T17:08:08+00:00,ayna_amorphous,Asymmetric mirrors,Mirror,1,EUR,"149,0","26,9","0,0","0,0",IT,Amazon.it
2083,028-1932581-5445128,2023-02-27T17:04:30+00:00,ayna_gusto,Asymmetric mirrors,Mirror,1,EUR,"89,9","14,4","0,0","0,0",DE,Amazon.de
2084,404-4228124-7154739,2023-02-27T17:07:41+00:00,aqua_ayna_seffaf,Asymmetric mirrors,Mirror,1,EUR,"129,0","23,3","0,0","0,0",IT,Amazon.it
